msme_id,business_name,nic_code,district,state,district_tier,vintage_years,employee_count,monthly_revenue_series,gst_filing_dates,upi_inflow_series,epfo_contribution_series,cash_balance,receivables_outstanding,top_customer_concentration,network_node_count,climate_zone,past_climate_event,climate_recovery,ondc_seller,electricity_consumption_series,skill_certificates,whatsapp_active,good_borrower
MSME_103421,Kiran Enterprises 98,01,trichy,Tamil Nadu,Tier 3,12.4,47,"103761.53,103081.85,110309.16,117379.1,106272.55,103255.05,97737.46,92341.22,83989.58,79386.32,87023.81,90128.63,99175.31,100146.82,104365.79,111372.59,104732.45,94363.85,84585.34,87188.02,81339.31,89233.78,81979.94,86028.23","0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1","92215.76,86556.51,93813.29,109817.43,90177.89,89139.83,83974.14,87445.09,76104.34,74948.48,76697.56,78048.19,90470.02,89162.15,97183.23,98502.28,99493.72,79886.33,72436.63,77192.06,74325.63,78023.03,77284.25,75554.91","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",68254.54128404162,74820.06842032926,0.7269235818784069,87,LOW,0,0,0,"360.5,365.6,404.6,472.6,446.0,359.6,359.6,322.5,308.6,341.2,340.3,315.5",,1,1
MSME_103422,Bharat Kitchen 34,62,trichy,Tamil Nadu,Tier 3,3.4,81,"888636.73,943570.73,998349.49,976591.64,1019465.46,941212.1,861564.37,819324.19,747328.46,848862.45,849579.16,922220.22,1080436.72,1061243.35,1076720.47,1174883.51,1044409.12,928935.96,994840.9,918733.18,871045.06,855741.83,1004964.51,1044778.13","1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","766260.69,857613.89,818446.09,835713.89,871780.88,881510.11,714553.51,718091.8,601899.14,800476.06,702336.6,839016.66,1007323.5,981951.42,980749.88,1094119.77,946546.41,785145.03,849326.89,871851.23,748038.54,774666.2,932694.55,892500.8","148785.81,147297.73,137515.89,134010.63,146348.72,145927.77,145683.06,143231.79,150283.8,166175.89,155480.35,145231.68",1697678.3266522272,530095.5433111155,0.1121420411017086,84,LOW,0,0,0,,,1,1
MSME_103423,Priya Diagnostics 24,86,surat,Gujarat,Tier 2,2.3,22,"945050.46,969961.55,920525.29,1128583.09,988653.69,903601.82,942714.37,926592.81,804730.85,771957.01,858682.35,894724.61,892299.64,966530.53,1027594.54,1068861.88,1046968.03,921153.88,910821.3,866576.11,777952.07,743384.6,882154.49,1007279.57","1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1","820275.51,843711.15,835060.97,980781.57,914239.93,752416.37,887690.34,849824.59,675617.5,718146.13,767219.0,730813.9,804460.95,825259.66,963023.7,939994.51,933267.32,765221.34,779109.2,761002.88,679636.18,617738.15,734697.58,919970.47","35943.64,39859.2,35685.72,36504.72,0.0,39061.45,36295.08,34250.66,38046.24,34451.59,0.0,38487.06",744416.5307846644,929750.0500201804,0.40957595099077865,110,HIGH,0,0,1,"1947.0,2029.8,2220.0,2373.9,2407.6,2096.9,1818.0,1838.9,1563.1,1555.0,1964.1,2193.7",,0,0
MSME_103424,Ram Hub 96,17,tirupur,Tamil Nadu,Tier 2,9.5,34,"719092.05,808832.22,763698.16,782691.32,806053.44,752073.68,658487.67,658591.6,640883.72,657231.95,681659.38,725806.59,865273.86,847853.63,871025.97,893260.01,897591.9,800842.42,782214.61,736346.64,677597.07,702418.4,843996.3,848422.02","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","624975.16,738553.79,647744.1,710595.8,697010.28,713927.99,596622.02,589713.71,575587.41,610594.45,600587.65,685220.05,808271.95,759396.44,763022.4,748486.98,734450.11,753638.6,627651.98,601781.45,610596.75,594264.66,727647.38,753212.88","68059.58,75331.94,80569.37,78022.33,78214.31,80992.17,75083.96,78806.55,77498.28,79105.48,76789.82,76940.96",128043.03180122751,705579.9829186277,0.5895876478747575,88,LOW,0,0,0,,,1,1
MSME_103425,Singh Textiles 94,31,nashik,Maharashtra,Tier 2,9.7,39,"183974.6,184408.17,196822.07,221580.91,205127.7,196510.5,174030.29,161232.53,145219.22,152073.1,158334.23,175027.29,179251.43,193118.91,225796.97,198169.33,181375.31,180611.5,162960.35,143932.23,148550.79,155456.9,151736.45,180519.38","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","173506.23,174502.91,178994.76,203250.65,182953.41,167037.66,157269.69,130199.23,120615.16,129223.69,148751.01,143606.21,146870.24,172862.96,189855.53,165941.83,161511.47,155385.94,152701.68,130246.51,120276.07,132647.63,130840.59,160818.48","60818.44,0.0,60264.62,63253.07,65137.48,65487.06,63826.3,59275.21,60052.51,0.0,0.0,61783.93",184236.78370956075,113459.93286276457,0.13483126170946447,73,VERY_HIGH,0,0,0,"893.7,921.2,1000.3,903.4,901.2,868.3,859.9,722.0,776.2,755.2,661.7,876.5",,1,0
MSME_103426,Priya Foods 40,24,chennai,Tamil Nadu,Tier 1,7.2,26,"754111.96,778780.93,879540.99,934634.79,797556.83,794836.2,757062.64,710825.47,656769.42,644141.18,625496.25,719196.17,823105.59,912726.21,837184.8,941623.08,895501.88,805297.35,708643.58,739167.69,668889.57,703644.53,704073.99,741208.7","1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1","615886.75,650962.02,752992.78,860783.89,725256.33,732402.23,673687.22,653315.87,575158.89,556089.81,556239.91,576189.8,769992.8,819153.51,723287.29,878933.92,742422.31,690602.91,602957.04,666031.49,573232.29,592806.83,649543.45,683613.84","53594.08,52868.98,53042.08,49075.87,53884.26,53730.78,58295.46,51173.61,47420.69,50714.22,50830.83,52142.16",334133.3136021653,452305.2795118664,0.4251289340085124,107,VERY_HIGH,0,0,1,,,0,1
MSME_103427,Bharat Hub 62,86,tirupur,Tamil Nadu,Tier 2,14.6,58,"1346275.2,1372018.96,1568735.03,1518837.55,1331191.58,1409546.95,1270874.79,1225948.81,1221026.71,1090171.52,1203925.25,1421739.2,1403580.95,1484229.24,1740215.21,1630674.85,1641499.07,1385978.68,1299566.34,1182371.66,1242174.19,1197242.92,1265177.84,1452401.59","1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","1250178.47,1279049.77,1293042.36,1307929.64,1244009.54,1168319.98,1162647.28,1039376.1,991970.29,913352.13,1033028.51,1258985.11,1311140.45,1409441.81,1620338.71,1547436.72,1534277.46,1130656.73,1194721.59,945900.95,1108305.46,1045585.38,1131183.38,1218727.93","110286.06,108049.76,109063.8,116859.63,114065.87,0.0,108175.8,111871.79,113119.27,110203.19,104313.48,0.0",1581676.204101058,1106535.3323063694,0.07609108350612817,52,LOW,0,0,0,,,0,0
MSME_103428,Kiran Logistics 13,49,coimbatore,Tamil Nadu,Tier 2,3.2,12,"1361271.82,1759309.24,1694099.88,1752068.27,1593713.15,1551960.82,1390182.08,1267917.89,1283782.0,1272725.34,1311295.36,1408065.77,1555874.86,1393027.36,1728120.6,1837031.93,1462461.96,1328084.58,1235367.57,1318455.2,1142837.58,1246907.66,1342685.66,1404942.75","1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1","1227129.37,1601342.81,1379904.91,1565479.17,1426828.74,1432652.28,1244835.3,1020545.95,1201155.23,1070021.48,1143639.03,1153385.77,1386770.6,1266423.96,1541095.25,1507719.9,1203723.62,1213719.27,1047002.84,1063236.31,1083360.0,997585.3,1144793.21,1234548.7","22454.46,22633.27,21506.52,23937.16,24267.38,23240.14,22017.48,22937.25,22773.01,22318.65,23031.55,22676.13",2238105.4209596324,1045311.2125538028,0.43699908753025934,61,MEDIUM,0,0,0,,PMKVY Retail Associate|UDYAM Registration Cert|NABARD Agri-Business Cert,1,0
MSME_103429,Meena Foods 58,45,delhi,Delhi,Tier 1,3.0,54,"747210.5,728483.82,794604.47,780851.43,796002.9,764140.19,689058.93,674648.62,664903.84,510719.65,666578.83,687099.77,747414.8,787967.94,851671.51,826244.3,822821.89,738924.95,699712.42,661424.14,613853.87,654745.24,688201.56,736209.65","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","642743.61,614988.36,721632.24,666095.91,675347.23,717577.03,562723.55,539875.09,543471.13,450301.5,613340.97,639751.7,645023.35,705927.12,770076.15,699726.32,676065.67,595148.95,605618.81,561075.09,533863.38,615747.97,627523.5,662806.12","104542.37,103748.91,110397.22,111775.81,106539.85,112214.45,104522.24,107658.96,105168.49,104775.05,103931.48,0.0",199191.56589192117,208322.40781115016,0.26785043507640244,118,HIGH,0,0,0,"2419.7,2757.7,3002.5,2742.7,2748.7,2238.8,2074.4,2281.4,1919.9,2260.1,2329.2,2347.0",,0,1
MSME_103430,Ram Diagnostics 44,17,bangalore,Karnataka,Tier 1,3.8,66,"1152711.31,1119725.63,1140692.03,1106846.27,1040059.44,960487.19,952650.16,927823.74,796638.26,858532.13,879193.36,944676.98,1151135.14,1098095.63,1131083.16,1080427.11,1031483.22,938948.71,854871.13,843056.9,847995.98,763439.9,889030.58,931786.55","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1076045.9,940027.55,1029314.69,905570.0,942220.6,904337.6,836158.29,832223.68,717753.77,745034.61,796686.61,770413.86,1052940.01,884327.65,1006248.33,943013.18,923916.1,827940.34,740522.62,694768.5,765307.45,711517.83,820993.26,801819.27","0.0,147795.79,139470.51,148216.6,138074.64,145633.42,142267.25,0.0,145664.23,149432.53,155485.63,143125.39",1583703.4680308746,825018.2815331335,0.3545153929861421,117,LOW,0,0,1,,,0,1
MSME_103431,Raja Diagnostics 88,01,chennai,Tamil Nadu,Tier 1,14.8,32,"523756.61,604400.38,571762.48,613379.32,566599.94,546075.53,488912.76,483378.7,437694.4,412173.94,428398.34,494709.67,560403.98,513467.03,575680.9,561921.78,579297.43,491008.47,473715.36,413594.42,452565.92,414126.41,487753.7,500190.16","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","469248.4,491338.42,519583.54,568283.66,475481.21,495885.52,401667.56,410731.29,411945.51,351297.27,383777.46,461939.22,517830.99,427105.6,461744.05,501449.35,524276.06,428566.35,389666.21,375116.19,389619.44,375238.12,409277.12,462350.07","58781.79,63407.5,63857.28,66786.47,63262.78,63563.14,0.0,64135.26,51142.83,0.0,62720.06,64636.22",129357.40658988556,144740.83482341887,0.7097097168652503,50,VERY_HIGH,0,0,1,"2400.8,2431.2,2772.8,2553.9,2653.2,2111.6,2202.8,2111.9,2184.4,2102.7,2200.4,2475.4",,0,1
MSME_103432,Priya Hub 47,23,chennai,Tamil Nadu,Tier 1,4.8,61,"1131760.61,1175760.31,1223950.64,1284597.98,1248989.63,1199670.76,1098008.31,1046981.61,899815.81,995235.94,1062313.53,986602.37,1142472.3,1298641.83,1315274.3,1208562.66,1266739.85,1039614.62,1083810.27,1053397.27,955412.19,1014772.1,1055250.38,1083760.29","1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1","1006078.6,1083203.8,1162242.0,1201689.15,1111252.24,1052891.39,974019.42,979955.27,809689.07,870665.26,930873.67,819046.52,1048335.39,1119209.71,1124054.49,973821.0,1112297.39,925836.9,995373.4,978014.57,807890.82,956325.12,909340.25,912603.67","131875.34,133607.6,134038.3,143624.47,145822.17,141596.7,145741.86,137598.89,117591.37,135740.27,0.0,130458.65",1853249.479397908,496807.82202855,0.20520181218533345,81,VERY_HIGH,1,1,0,,,0,1
MSME_103433,Raja Pharma 54,25,bastar,Chhattisgarh,Rural,2.3,39,"829391.11,865529.6,937912.9,946431.58,903197.45,846340.51,802613.11,782769.23,782145.93,748482.98,868087.93,862313.84,922691.01,1036120.15,947498.81,989631.27,1017862.36,893367.23,921555.2,788126.62,820583.93,813325.59,950632.65,980675.98","1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1","701749.08,792715.55,834873.42,791271.56,805425.66,695844.65,731836.76,661615.62,630428.42,635699.91,722939.68,803381.88,857833.01,902766.78,811847.73,913169.83,875835.98,774991.14,804029.96,716998.41,682129.96,696443.23,791975.16,803479.69","72256.72,68936.05,68191.71,70434.4,72151.61,71377.79,0.0,0.0,65093.58,69006.05,71326.63,66811.73",172247.58473672214,433095.1108134248,0.6898110416506741,28,MEDIUM,0,0,1,"2574.6,2994.8,3085.4,3097.3,3233.9,2756.7,2819.0,2370.5,2464.1,2397.3,3179.7,2815.9",,1,0
MSME_103434,Priya Agro Industries 24,20,trichy,Tamil Nadu,Tier 3,8.6,84,"485949.23,507271.1,567115.6,558236.79,558031.77,535411.87,508496.51,482044.93,416475.51,443645.64,471085.97,588234.61,581993.58,603020.52,586628.54,621980.42,677615.29,528525.79,525427.02,532836.07,542791.73,497450.22,555621.57,618310.22","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","395093.26,455924.44,515668.69,488930.07,447575.56,431371.18,449270.92,456287.22,376687.18,403506.17,446591.37,485227.22,524129.41,508238.5,501220.16,554715.69,633486.28,425993.6,457601.73,454451.53,470742.42,451342.57,509994.06,530336.29","133991.88,131503.14,138525.91,137295.03,132705.09,140770.87,130701.09,130982.56,128165.46,114196.96,131154.05,130767.77",936603.6981013227,70790.73679504183,0.1600883968190287,79,LOW,0,0,1,,SIDBI Financial Management|NSDC Digital Literacy|UDYAM Registration Cert,0,1
MSME_103435,Kiran Foods 42,10,chennai,Tamil Nadu,Tier 1,8.0,95,"158542.31,174924.48,199476.49,179293.72,186816.36,183685.48,153409.39,150286.86,144276.17,146353.45,148132.92,160515.75,165552.21,184254.78,193322.86,171745.74,180575.87,186697.45,146728.8,141483.03,130459.53,146397.65,149905.53,157557.93","1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1","133597.26,151198.31,182636.87,145585.72,153284.76,172024.79,139805.17,122035.49,123516.51,136099.38,132172.7,149759.14,142211.88,171277.09,156346.01,146469.23,169232.26,170072.77,133446.28,132449.91,121179.0,131055.98,133680.8,142839.06","203951.5,205328.0,184603.79,200528.75,0.0,0.0,0.0,0.0,0.0,199541.47,0.0,196144.25",183270.41308013245,77764.3886248182,0.4632275396671129,33,VERY_HIGH,0,0,1,,,1,0
MSME_103436,Kiran Enterprises 84,46,chennai,Tamil Nadu,Tier 1,6.7,12,"615875.05,693599.84,654056.61,699695.13,707711.95,649559.87,616832.94,565345.09,576586.36,546678.31,622527.42,620168.06,712306.83,743574.58,804738.36,738370.55,730600.25,632344.95,581173.11,611774.01,549902.22,613504.42,622803.1,710283.83","1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","560479.15,618570.57,611015.9,651525.21,571638.08,556953.5,547642.31,457739.34,534496.05,453262.79,513137.66,581455.16,619899.69,693805.53,660251.2,667370.84,631344.03,559563.24,492666.9,492270.73,491709.24,499567.77,580716.69,572024.55","30857.71,26048.53,29230.65,28109.36,25023.01,28657.09,27222.52,29604.56,0.0,28534.3,30409.88,29788.32",1218209.2415359574,342874.10291203746,0.43123308042567743,65,VERY_HIGH,1,1,0,,,0,1
MSME_103437,Sri Textiles 78,31,tirupur,Tamil Nadu,Tier 2,4.6,41,"795068.02,855952.87,900129.37,890978.38,843138.42,791000.63,724746.4,687583.2,688503.86,687861.35,633209.91,746915.31,805831.22,812477.5,921207.71,969489.56,830735.41,791151.09,750463.4,767926.77,692649.45,654401.43,693089.27,782567.15","1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0","648279.32,710797.69,768254.98,800780.21,800338.92,635487.74,638914.21,621310.17,629440.78,624585.3,537519.7,631593.76,665926.1,682135.54,816274.41,833127.42,731859.78,706584.65,683649.37,652790.24,565574.6,537111.96,621531.34,672757.28","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",889249.4126695313,275466.7804013696,0.46266403672327927,119,LOW,0,0,0,,,0,0
MSME_103438,Arjun Auto Parts 11,20,jaipur,Rajasthan,Tier 2,4.3,63,"103530.84,116241.55,117585.23,120487.26,111906.49,108910.28,103810.34,103760.33,88508.06,89249.63,89529.92,95010.43,109853.72,116858.63,110157.4,109226.99,117700.21,100611.36,97016.46,91137.97,87707.84,87501.22,97194.75,108131.23","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1","87246.3,104493.73,110620.84,108987.71,103566.85,99829.28,84918.44,95043.59,75234.29,75395.31,72382.22,81214.4,97043.86,98657.24,98256.95,87590.06,102431.3,91955.78,90085.35,80289.12,76928.94,70850.49,80539.23,98750.86","137686.92,128121.66,129901.93,0.0,0.0,147440.14,132307.85,144235.17,128452.64,129051.45,140684.25,132723.15",109773.84247510428,15139.825224992202,0.5143309358485831,19,HIGH,1,1,1,,,0,1
MSME_103439,Meena Hub 92,25,mumbai,Maharashtra,Tier 1,8.2,69,"442762.18,450655.1,456508.64,457956.83,525579.46,452889.89,423948.1,392187.3,382909.17,383494.4,399242.13,395148.65,489944.67,501077.75,556242.02,572906.53,510969.31,484236.15,438108.53,390858.57,437612.34,410734.49,453434.88,447588.46","1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0","364835.37,417780.6,394118.09,422946.71,437146.37,429090.17,378780.92,335975.35,324235.68,341422.09,353749.57,370973.06,456231.57,455848.48,460317.58,517672.38,478961.68,411252.19,403945.86,313575.56,407741.44,350541.43,399404.27,370907.02","148624.06,139591.65,158419.22,150156.13,153561.54,158376.57,145192.94,152943.62,159098.75,158291.49,140086.61,160629.32",527459.9155894181,145545.44925260037,0.5198612184907158,72,VERY_HIGH,1,1,1,,,0,1
MSME_103440,Meena Logistics 90,23,pune,Maharashtra,Tier 1,1.0,57,"685099.22,793090.7,837305.3,901698.25,826632.7,765157.05,689260.21,685637.62,593989.41,614759.98,569345.47,669351.69,824031.2,805765.37,858971.71,831291.9,882621.43,769824.48,726857.54,652562.05,726476.16,629646.27,701453.76,839787.91","1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1","560108.14,711127.27,691547.76,780665.3,719019.39,621773.13,629496.88,634223.55,476677.6,559594.91,482172.81,614796.76,732120.18,731531.66,715649.1,788651.76,830529.6,697661.95,585338.2,607455.35,647687.68,540700.77,614207.04,769397.49","99886.7,102936.72,103878.81,103408.2,106252.6,104660.01,90930.52,104392.8,98809.85,0.0,103231.47,94802.05",249259.30234901735,637148.9109842447,0.3920146624284585,41,MEDIUM,0,0,0,,,1,1
MSME_103441,Priya Auto Parts 11,22,wayanad,Kerala,Rural,5.1,76,"1117959.49,1138653.22,1198328.36,1301858.67,1188584.91,1157935.58,1080428.01,1007148.32,930721.53,926876.34,961874.71,1112699.94,1167909.91,1299581.53,1333386.32,1325296.39,1202680.49,1157559.35,962195.46,921403.05,817345.43,973964.36,1124000.6,1185148.91","1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0","968031.06,963855.24,1068689.01,1152212.43,1097812.28,945774.81,971199.26,937228.92,852723.94,741915.82,878039.92,907166.54,960763.25,1175632.65,1215644.98,1254126.69,1008463.18,1026843.11,853732.35,851329.95,725348.65,889638.02,1038662.36,967866.61","0.0,152410.76,168722.02,156094.06,169622.54,0.0,145102.72,158235.67,149953.97,156976.84,0.0,0.0",1240449.2961513626,543521.4186090005,0.5986642099196299,19,VERY_HIGH,1,1,0,"2714.6,2933.5,3197.5,2811.9,2559.6,2674.1,2104.4,1907.5,1770.4,1996.4,2314.9,2756.4",,0,0
MSME_103442,Bharat Logistics 12,29,jodhpur,Rajasthan,Tier 3,9.2,92,"1817278.83,2332773.37,2283668.29,2438306.57,2527757.59,2395463.95,2236508.69,1940592.62,1847214.06,1785001.0,2021580.55,2000039.91,2309110.5,2033483.56,2651974.41,2441309.88,2373259.52,1814072.65,2164542.62,1752912.47,2106301.62,2061705.42,2089511.56,2219512.84","1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","642124.25,788980.92,863509.44,821275.43,796473.59,752911.01,731707.62,612165.94,643357.97,603998.63,631766.92,685734.38,749170.57,754770.77,833559.02,889807.81,878577.26,628348.27,744588.92,620488.87,670873.79,693766.27,674164.34,820849.23","155129.97,156924.43,149688.74,0.0,165621.92,152088.93,152347.94,157775.5,158534.43,172997.39,163251.06,156588.36",978345.6226059879,758761.4463152918,0.5176023419967539,24,HIGH,1,1,0,"3807.0,4064.6,4221.6,3823.3,4340.1,3358.3,3453.0,3435.2,3118.4,3261.5,3536.2,3975.8",,1,0
MSME_103443,Singh Foods 73,47,wayanad,Kerala,Rural,4.1,28,"531143.11,577586.35,649096.39,723637.0,698128.16,638397.71,538114.85,513952.2,508846.25,518141.83,536154.23,630247.55,696083.51,686334.24,713643.05,718847.84,692400.54,679210.47,609712.09,613592.98,562683.57,562077.45,627297.38,679489.19","1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1","444425.6,506415.41,604575.46,624053.01,626179.29,598795.77,478500.09,418307.64,438177.53,417170.78,498146.76,535435.66,608215.78,651069.67,652350.67,634514.56,598101.59,584589.22,498696.54,574295.85,523927.82,483167.03,542262.27,552762.22","54359.38,53608.39,48826.53,52523.14,56646.87,52840.96,49269.25,54538.63,56722.62,0.0,58743.22,0.0",912744.5719666975,631282.5530437762,0.636279201560422,8,VERY_HIGH,0,0,1,"2377.5,2517.5,2596.6,2339.9,2339.8,2534.8,2396.0,2147.5,2202.0,1911.8,2074.7,2378.7",,0,0
MSME_103444,Meena Agro Industries 91,13,chennai,Tamil Nadu,Tier 1,4.1,2,"1254820.83,1374529.98,1430469.07,1406097.76,1285935.03,1281477.27,1232340.64,1104887.7,1106647.2,1051901.97,1066809.51,1195405.99,1221471.04,1359951.24,1382364.96,1322716.18,1388847.58,1190886.94,1167484.36,1055779.88,1059747.3,1066161.63,1098967.33,1226764.85","1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1119306.16,1109700.43,1213227.37,1192543.09,1156366.83,1114395.43,1019041.68,1011113.51,1022995.56,887278.72,992876.08,1124189.19,1015117.91,1268575.65,1207968.33,1219644.33,1307089.28,1120018.41,1108740.01,988067.77,960761.28,914723.07,976455.52,1058082.24","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1508228.7949919081,1250925.3275080323,0.36694681326526424,51,VERY_HIGH,1,1,1,,,0,1
MSME_103445,Singh Pharma 67,62,wayanad,Kerala,Rural,6.9,75,"549948.15,629642.56,681961.4,603788.41,601004.7,520283.66,513717.93,481861.62,429729.12,440440.54,494024.41,527480.08,575638.07,602200.88,743814.53,663154.16,624487.7,622595.92,535690.62,470635.72,472848.06,542405.01,526300.32,531196.84","0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1","482658.27,506093.67,563806.1,538558.45,537501.28,453296.46,447210.09,404007.48,365408.74,366354.99,467059.66,457840.33,475859.47,545629.71,681026.16,535726.86,539876.48,585803.05,489884.18,382266.89,403227.24,498583.73,429693.38,438940.2","168500.37,0.0,164960.35,157415.33,163736.02,172987.24,168092.6,160463.91,0.0,171801.27,174536.76,154303.53",276501.8371423285,580949.2489762092,0.1479280909765611,10,VERY_HIGH,0,0,0,"1845.5,2280.8,2788.1,2324.7,2229.7,2026.5,1724.9,1612.5,1711.9,1727.0,1893.1,1807.6",,0,0
MSME_103446,Kiran Auto Parts 90,10,jaipur,Rajasthan,Tier 2,9.6,55,"2975545.07,2684169.96,2833573.67,2660145.06,2993761.56,3033473.94,2702094.0,2832054.55,2260342.44,2001738.94,2571920.02,1997619.88,3106416.05,3479261.87,3134226.09,2618977.12,3362800.88,3463993.45,2430546.85,2458777.68,2432153.08,2255259.78,2412228.92,2781718.13","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1100829.48,988269.12,1028005.65,1020752.4,1034172.13,1017293.65,886297.35,897569.22,791393.47,725890.77,888367.59,758342.39,986889.5,1133971.0,1125212.7,989519.53,1077312.23,1113726.45,839851.97,828128.46,765314.72,854601.56,866917.57,899115.83","143846.13,114833.26,141390.33,139995.0,141965.14,125688.44,141693.53,150849.86,133769.66,136505.42,125182.87,129477.91",1027696.1043706364,589070.5014095769,0.35066039362486395,84,HIGH,0,0,0,,,0,0
MSME_103447,Singh Logistics 31,14,pune,Maharashtra,Tier 1,12.1,35,"316567.85,325990.27,350273.58,370635.17,383222.19,329490.65,329808.92,283697.82,293748.5,315737.14,314441.1,357523.51,368762.16,403004.73,394809.7,427806.53,386934.93,352243.46,347433.8,302733.28,329737.87,359876.6,346610.02,379486.52","1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","299533.58,275552.22,297106.62,311537.1,341332.96,270084.89,265716.77,256463.31,250956.34,285980.16,258054.46,300532.14,299443.11,380012.73,323657.8,393795.49,325756.68,288759.13,314890.45,251916.65,310223.49,289914.4,287536.76,342676.7","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",443974.3251734264,126206.26071918379,0.6680650069807879,59,MEDIUM,0,0,1,"1755.4,1962.6,1759.7,1980.9,1661.6,1510.2,1495.3,1499.5,1443.7,1585.2,1642.8,1693.0",,0,1
MSME_103448,Kiran Auto Parts 77,49,mumbai,Maharashtra,Tier 1,13.2,19,"820626.1,885408.01,906530.39,836664.94,939258.16,878086.85,720555.92,607796.02,758738.0,637067.49,638902.63,630864.27,777085.11,870524.46,955923.47,848473.84,751246.03,784054.59,714686.13,632036.16,622194.35,646968.6,707730.54,755381.1","1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1","746518.65,733119.32,748714.23,763019.1,803506.53,799508.77,653047.0,562461.2,664545.04,514720.42,523840.96,571386.04,636533.26,737510.13,785344.7,716482.53,616840.11,667140.26,653141.93,555706.42,518752.03,587035.87,570074.32,709068.63","36999.88,0.0,36605.23,40062.43,37508.64,38540.87,38116.23,37161.18,39236.65,0.0,35130.16,38024.45",769804.731218934,495241.9331424892,0.1503334714551976,50,VERY_HIGH,1,0,0,,,0,0
MSME_103449,Jaya Auto Parts 44,17,mumbai,Maharashtra,Tier 1,4.1,43,"820353.98,959544.23,917681.49,975423.8,1004916.52,1067911.33,906143.99,884021.23,878122.6,809919.92,937205.77,936788.35,974519.35,1166552.63,1189376.83,1140750.32,1067036.08,1107020.0,925296.54,822216.88,953934.02,967705.94,1028087.15,1072188.52","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","757011.14,862122.74,764563.57,865004.7,945939.5,910275.84,733461.75,829761.18,736245.98,662323.48,750489.43,820073.6,821592.67,1101859.81,991067.89,1075835.47,929237.24,1022329.74,855271.98,705177.17,810053.58,914906.43,905113.97,961686.26","89170.22,82968.36,86993.62,93887.3,86079.92,88263.71,80463.19,84171.59,85260.92,90979.09,95108.75,87697.0",855603.1802378102,1205536.7898541954,0.6731966607524393,95,VERY_HIGH,1,0,1,,,1,1
